Token,Item Name,Variation Name,SKU,Description,Category,Price,Option Name 1,Option Value 1,Enabled 1,Current Quantity 1,New Quantity 1,Stock Alert Enabled 1,Stock Alert Count 1,Price 1,Enabled 2,Current Quantity 2,New Quantity 2,Stock Alert Enabled 2,Stock Alert Count 2,Price 2,Enabled 3,Current Quantity 3,New Quantity 3,Stock Alert Enabled 3,Stock Alert Count 3,Price 3,Enabled Warehouse,Current Quantity Warehouse,New Quantity Warehouse,Stock Alert Enabled Warehouse,Stock Alert Count Warehouse,Price Warehouse,Tax - Sales Tax (8.25%),Tax - Sales Tax 2 (8.25%)
2VLAZST6ZUL34BAV4SHG37AD,Fidencio Mezcal Tepextate 750ml,Regular,516876092457,,Mezcal,104.99,,,Y,0,,,,,Y,0,,Y,0,,Y,0,,,,,Y,2,,,,,Y,Y
UUPQIKERIWP6PI7JT2BERZLC,Fidencio Tobala 750ml,Regular,609613750205,,Mezcal,139.99,,,Y,0,,,,,Y,0,,,,,Y,0,,Y,0,,Y,8,,,,,Y,Y
KFQO2O4AAWMBY265NCZANHBY,Field Guide to Bitters and Amari,Regular,9781449470692,,Books,24.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y
ZJSMYHURVY7FW4JJGECA3DSA,Field Recordings Chenin 750ml,Regular,713382533683,,White,17.99,,,Y,6,,Y,0,,Y,3,,,,,Y,12,,,,,Y,0,,,,,Y,N
VQGLOC26X6CRKEC5O53MQ7LQ,Field Recordings Domo Arigato 750ml,Regular,742779421883,,Orange Wine,22.99,,,Y,9,,,,,Y,6,,,,,Y,11,,,,,Y,0,,,,,Y,Y
RZF2MB6ZSYLJA2RETDEFFWHD,Field Recordings Dry Hopped Pet Nat 2017 750ml,Regular,713382533669,,Bubbles,21.99,,,Y,2,,Y,0,,Y,0,,,,,Y,1,,,,,Y,0,,,,,Y,N
K3CNBSIFYROUFLFHXCJBE2U6,Field Recordings Fiction 750ml,Regular,799665809850,"<p>Paso Robles is super hip. This is a blend of a lot of red grapes, Zinfandel, Syrah, Mourvedre, and others. This is a very New World thing to do- experimentation.</p><p>This is a quintessential fun New World red wine. Easy to drink, fruity, can really be a superb crowd pleaser. Get &#39;em hooked! Field Recordings is great with farming practices, low intervention, natural.</p><p>A quirky yet eminently enjoyable offering from one of our best selling and favorite producers. It gives a great simple balance of red fruit flavors, with just enough spice and earth for depth. Awesome stuff!</p>",Red New World,17.99,,,Y,,,,,,Y,5,,Y,0,,Y,12,,,,,Y,0,,,,,Y,Y
4NFEJNSY3SJCHDPLZEAS3M56,Field Recordings Fiction Rose 750ml,Regular,799665809812,,Rose,19.99,,,Y,3,,,,,Y,0,,,,,Y,10,,,,,Y,0,,,,,Y,Y
WBPVSGPG7XXU36C3XLPJ44MH,Field Recordings Fiction White 750ml,Regular,653233615369,,White,14.99,,,Y,12,,,,,Y,0,,,,,Y,5,,,,,Y,0,,,,,Y,Y
RY3TG6UDQBWJXSV5W54NOQJY,Field Recordings Franc 750ml,Regular,713382533867,,Red New World,17.99,,,Y,11,,,,,Y,12,,,,,Y,5,,Y,0,,Y,0,,,,,Y,Y
BMSCGFPLFMI5IOEED47TDJEG,Field Recordings Freddo 750ml,Regular,637405073270,,Red New World,16.99,,,Y,2,,,,,Y,4,,,,,Y,10,,,,,Y,0,,,,,Y,Y
WALS4KMZOFLO5WI6GBGSDEOQ,Field Recordings Neverland 750ml,Regular,713382533966,"<p>A Field Recordings project, this Neverland follows their house style. Organic farming practices, sustainability, very low intervention, great value. Bolder, structured, great support from oak. Mostly plummy dark fruits with a little pepper and oak, lightly floral. Not overdone, always in balance.</p>",Red New World,22.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,N
LRDJS6ZOMDGKM6BVX6QHHFKC,Field Recordings Pet Nat Rose 2018 750ml,Regular,713382533652,,Rose,21.99,,,Y,2,,Y,0,,Y,6,,,,,Y,,,,,,Y,0,,,,,Y,Y
O5X6SZKFLNHCQNFT7KGTUFDJ,Field Recordings Pets 750ml,Regular,713382533737,,Red New World,16.99,,,Y,,,,,,Y,0,,Y,0,,Y,0,,,,,Y,0,,,,,Y,Y
I5TVFZNW4S5T6VXNP643B5RT,Field Recordings PPP Sparkling Red 750ml,Regular,637405074017,,Red New World,17.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
VXZVUQWIUI67PVFSFMC3INRA,Field Recordings Skins 750ml,Regular,653233615604,,White,19.99,,,Y,3,,Y,0,,Y,7,,,,,Y,3,,,,,Y,7,,,,,Y,Y
UDREWYNOTKQOET2DUJWMFBAZ,Field Trip Iced Tea Lemonade 12oz 4pk,Regular,860007144240,,RTD,12.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,12,,,,,Y,N
3OQAEN7PT6AS2PX7RRWBTPPZ,Field Trip Lime Lemonade 12oz 4pk,Regular,860007144202,,RTD,13.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,12,,,,,Y,N
MCLHVMSGBERZ2O5NZ3CTDHDU,Field Trip Strawberry Lemonade 12oz 4pk,Regular,860007144226,,RTD,13.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,12,,,,,Y,N
RJURJX6VJEOWGB3HMM7BJBCU,Fiero Tequila Habanero 750ml,Regular,087229211035,,Tequila,29.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,14,,,,,Y,Y
A3OBMPIT2JVCNVHNRFS6X4ND,Fifty Fifty Eclipse 750ml,Regular,094922870476,,Craft Beer,22.99,,,Y,6,,Y,0,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
65DMIFUNL4ZYEBFGOQHNTW7W,Fighting 69th Irish Whiskey 750ml,Regular,869608000122,,Whiskey Irish,31.99,,,Y,3,,,,,Y,1,,,,,Y,2,,,,,Y,2,,,,,Y,Y
35M4DBMHLFEWHOVXLBPMYNQV,Fighting Cock 750ml,Regular,096749121380,,Whiskey Bourbon/American,18.99,,,Y,8,,,,,Y,,,,,,Y,2,,,,,Y,13,,,,,Y,N
R7CU7L46WFQLNRNCLOQESWR7,Figuiere Saint Andre Rose 2017 750ml,Regular,659760331116,,Rose,13.99,,,Y,,,,,,Y,2,,,,,Y,11,,Y,0,,Y,0,,,,,Y,Y
4LTFQCG6HG6J6UBHYIBVCFMW,Fiji Water 500ml,Regular,632565000012,,Non Alcoholic Beverage,1.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y
AZZUSHUNGPH4PG2I7P7KHYYR,Filthy Blue Cheese Olives 8.5oz,Regular,899682002811,,Garnish,7.99,,,Y,2,,,,,Y,11,,,,,Y,0,,,,,Y,12,,,,,Y,Y
H5IFRYR7URHBMPTGTT7WCMQK,Filthy Pimento Olives 70oz,Regular,899682002620,,Garnish,19.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,5,,,,,Y,Y
6ULWNAVEVAHPSGWSSBVRHLR5,Filthy Pitted Olives 40oz,Regular,899682002668,,Garnish,14.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,12,,,,,Y,Y
MQPADQJD5ZQ4WR3ADTH6KGN4,Finding Mezcal,Regular,9780399579004,,Books,30.00,,,Y,4,,Y,0,,Y,5,,,,,Y,2,,,,,Y,0,,,,,Y,Y
T62VP5UQ4X5GNIFZCMIFHW7C,Finest Call Peach Puree 750ml,Regular,070491116016,,Mixer,5.99,,,Y,,,,,,Y,,,,,,Y,0,,,,,Y,22,,,,,Y,N
PNIHIR6VIHOHWPASDLMM6XGN,Finlandia Grapefruit 1L,Regular,081128032340,,Vodka,17.99,,,Y,0,,Y,0,,Y,12,,,,,Y,,,,,,Y,12,,,,,Y,Y
OEK7SVTIY7SCDRBNZUCTZUT5,Finlandia Vodka 1L,Regular,081128074081,,Vodka,17.99,,,Y,0,,,,,Y,7,,,,,Y,0,,,,,Y,17,,,,,Y,Y
ITLJCYJCOZ2JWRB7AHA2NYSQ,Fiorente Elderflower Liqueur 750ml,Regular,662263006603,,Liqueur,34.99,,,Y,0,,,,,Y,0,,,,,Y,2,,,,,Y,19,,,,,Y,Y
I4CYVR3TQZSP2ZOSOAKBGHEZ,Fireball 1L,Regular,088004144678,,Whiskey Bourbon/American,22.99,,,Y,7,,Y,0,,Y,7,,,,,Y,0,,,,,Y,36,,,,,Y,Y
PAD7HZKA7O3MFRSUFQQNFRFD,Fireball 375ml,Regular,088004144722,,Whiskey Bourbon/American,8.99,,,Y,6,,,,,Y,0,,Y,0,,Y,14,,,,,Y,0,,,,,Y,Y
VVILAXEVROLMBXBL4P7IVDK5,Fireball 50ml,Regular,088004144708,,Whiskey Bourbon/American,0.99,,,Y,268,,,,,Y,184,,,,,Y,152,,Y,0,,Y,0,,,,,Y,N
6MER7LJ6OUS25SW7BGB7V4K2,Fireball 750ml,Regular,088004146689,,Whiskey Bourbon/American,17.99,,,Y,,,,,,Y,2,,Y,0,,Y,12,,,,,Y,1,,,,,Y,Y
WF2JQS6EHLEXLJARS2DZIAZV,Fireball Firebox 3.5L,Regular,088004022723,,Whiskey Bourbon/American,44.99,,,Y,1,,Y,0,,Y,,,,,,Y,3,,,,,Y,0,,,,,Y,Y
5JU2266UTSORGKHJLVUKAJQX,Fireball Party Bucket,Regular,088004029296,,Liqueur,19.99,,,Y,16,,,,,Y,5,,Y,0,,Y,2,,,,,Y,0,,,,,Y,Y
6PKRSTWSQQZDBSZL4B2VGCPK,Fireball Party Yard,Regular,088004047504,,Liqueur,36.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
WX5SRPPPWKKVTJKPSBTOXMUX,Firestone Walker 805 Blonde Ale 12oz 12pk,Regular,602755006353,,Craft Beer,16.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
YYTUVJVQFJKR3CLUBYSZFCL3,Firestone Walker Coconut Merlin Milk Stout 12oz 6pk cans,Regular,602755010077,,Craft Beer,10.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
XOM6SJNI2RRSBMMJ2FWZK25V,Firestone Walker FlyJack Hazy IPA 12oz 6 pk,Regular,602755010169,,Craft Beer,10.99,,,Y,,,,,,Y,0,,,,,Y,0,,Y,0,,Y,0,,,,,Y,Y
GJRDCP3KP4PVIPDIFM3CW4RV,Fistful Of Bourbon 750ml,Regular,083664873906,,Whiskey Bourbon/American,25.99,,,Y,0,,Y,0,,Y,2,,,,,Y,0,,,,,Y,,,,,,Y,Y
4JPSJLO34KYXIX7WYXS4YTY2,Five Farms Irish Cream 750ml,Regular,085592157059,,Liqueur,29.99,,,Y,9,,Y,0,,Y,,,,,,Y,4,,,,,Y,13,,,,,Y,N
RNBDT4XZDDQCEQOFZQ54PV6D,Fix Vodka 750ml,Regular,860001667202,,Vodka,19.99,,,Y,0,,,,,Y,2,,Y,0,,Y,0,,,,,Y,12,,,,,Y,Y
NXZAHYPGVJXBCK2FGNQHMDUU,Flaco Tempranillo 750ml,Regular,810411011287,,Red Old World,8.99,,,Y,6,,,,,Y,0,,,,,Y,8,,,,,Y,0,,,,,Y,Y
6I7X7VXRDSTPUWZXW7CVTWUY,Flamin Hot Cheetos,Regular,028400040129,,Snacks,0.75,,,Y,10,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
GV53XXEMUPOZDNESFDZJOFB2,Flask Funnel,Regular,876718029196,,Bar Tools,4.00,,,Y,,,,,,Y,7,,Y,0,,Y,5,,,,,Y,0,,,,,Y,Y
4GB22L6WCBKDVEB57XWULVUY,Flor De Cana Anejo  Clásico 5y 750ml,Regular,026964334227,,Rum,19.99,,,Y,0,,,,,Y,1,,,,,Y,0,,Y,0,,Y,0,,,,,Y,Y
6NBGNNPDK7PPLTNQ7TYGZVNG,Flor De Cana Anejo 12y 750ml,Regular,026964823967,,Rum,34.99,,,Y,1,,,,,Y,4,,Y,0,,Y,1,,,,,Y,60,,,,,Y,Y
FGJH7DMUAP4WJIDYEJVSNRDJ,Flor De Cana Anejo 18y 750ml,Regular,026964500233,,Rum,56.99,,,Y,4,,,,,Y,2,,,,,Y,3,,Y,0,,Y,19,,,,,Y,Y
BQE4M5UMBXBNIMBMAXNYH2PA,Flor De Cana Anejo 25y 750ml,Regular,026964854527,,Rum,189.99,,,Y,0,,,,,Y,,,,,,Y,1,,,,,Y,6,,,,,Y,N
QLLX33QMQSHJLLAZADREMV75,Flor De Cana Anejo 4y 1.75L,Regular,026964690262,,Rum,32.99,,,Y,0,,,,,Y,0,,Y,0,,Y,,,,,,Y,12,,,,,Y,Y
E52AZW3R3CRNIOIH3JRV2NTS,Flor De Cana Anejo 4y 1L,Regular,026964237689,,Rum,19.99,,,Y,1,,Y,0,,Y,24,,,,,Y,0,,,,,Y,36,,,,,Y,Y
7BR5C3IEADAMNMDHANBXLXKN,Flor De Cana Anejo 4y 750ml,Regular,026964177190,,Rum,17.99,,,Y,14,,,,,Y,0,,,,,Y,10,,Y,0,,Y,0,,,,,Y,Y
OQAMUKCPYKMSPBJA7WHRQT2Z,Flor De Cana Coffee Liqueur 750ml,Regular,026964861006,,Liqueur,21.99,,,Y,0,,,,,Y,5,,,,,Y,2,,Y,0,,Y,19,,,,,Y,Y
X3DOOFVZUGNZOX4RHYNJCF2Z,Flor De Cana Generaciones 30y 750ml,Regular,026964855333,,Rum,1399.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
U7ETAVRYR3ZRB2MQFP36HHW6,Flor De Cana Reserve 7y 1L,Regular,026964257014,,Rum,29.99,,,Y,0,,,,,Y,2,,Y,0,,Y,0,,,,,Y,38,,,,,Y,Y
HY44TLCOPNWKJT53UJXOC2F3,Flor De Cana Reserve 7y 750ml,Regular,026964852745,,Rum,23.99,,,Y,10,,Y,0,,Y,0,,,,,Y,,,,,,Y,0,,,,,Y,Y
OIB5QUTUV6SF6WLBWTXP3EYY,Flor De Cana White 4y 1.75L,Regular,026964194425,,Rum,32.99,,,Y,6,,,,,Y,,,,,,Y,1,,Y,0,,Y,6,,,,,Y,N
3EX3XRBXQBXH6TIQBLIRKCHS,Flor De Cana White 4y 1L,Regular,026964453188,,Rum,19.99,,,Y,2,,Y,0,,Y,0,,,,,Y,0,,,,,Y,37,,,,,Y,Y
RRKDH3IIXPFWRRHDCJYQKI3K,Flor De Cana White 4y 750ml,Regular,026964904291,,Rum,17.99,,,Y,11,,,,,Y,5,,Y,0,,Y,,,,,,Y,0,,,,,Y,Y
PHSU522NHCSKUG5Q4RTCPSX2,Flor del Desierto Carnei 750ml,Regular,816136021419,,Sotol,99.99,,,Y,2,,,,,Y,3,,,,,Y,5,,,,,Y,3,,,,,Y,Y
WI2JHZXENTJWDXOFXWXRDNME,Flor Del Desierto Desierto 750ml,Regular,816136020306,,Sotol,59.99,,,Y,1,,,,,Y,1,,Y,0,,Y,,,,,,Y,13,,,,,Y,Y
XXQ5G45MWXHFJJXXAD4N5IQ5,Flor Del Desierto Sierra 750ml,Regular,816136020313,,Sotol,74.99,,,Y,2,,Y,0,,Y,1,,,,,Y,4,,,,,Y,2,,,,,Y,Y
N3TQ73MHS2EPP4QQ4LIKTHFV,Flor del Desierto Sotol Cascabel 750ml,Regular,816136021402,,Sotol,80.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
GN7RLHHWJ2CZLUJWFHPDC5F5,Flying Embers Ancient Berry 4pk,Regular,857280008444,,Craft Beer,9.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
APG6G2737TFZIQ6ZUFTDV3XU,Flying Embers Grapefruit Thyme 4pk,Regular,857280008512,,Craft Beer,9.99,,,Y,0,,Y,0,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
RSOT2NMXHFHC7BD4LMB7KNSZ,Flying Embers Grapefruit Thyme 6pk,Regular,810058730169,,Craft Beer,14.99,,,Y,0,,,,,Y,4,,,,,Y,0,,,,,Y,0,,,,,Y,Y
5EFDEU752MYLQQRJIAPHBUHY,Flying Embers Pineapple 6pk Cans,Regular,810058730176,,Craft Beer,14.99,,,Y,0,,,,,Y,,,,,,Y,,,,,,Y,0,,,,,Y,N
NOFY3YTXC6WFLKW4ZU24YD3E,Flying Embers Watermelon 6pk Cans,Regular,810058730022,,Craft Beer,14.99,,,Y,0,,,,,Y,5,,,,,Y,,,,,,Y,0,,,,,Y,Y
IUUB234TO4JCM6BSIAWQOZ67,Folk Machine Pinot Noir 750ml,Regular,899332000204,,Red New World,18.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
ZPXLCNLSGHMYKQU57WL2W5A4,Fonseca Bin 27  Porto 750ml,Regular,084692303649,,Fortified,17.99,,,Y,,,,,,Y,1,,Y,0,,Y,3,,,,,Y,9,,,,,Y,Y
DTH6JW3GGSKP7WG6OQ6NV3LE,Fonseca Bin 27 375ml,Regular,084692303656,,Fortified,12.99,,,Y,,,,,,Y,10,,,,,Y,,,,,,Y,,,,,,Y,N
OSU52Q4I62NVUVFSOX2W7FZH,Fords Gin 1L,Regular,081128005214,,Gin,32.99,,,Y,0,,,,,Y,,,,,,Y,2,,,,,Y,,,,,,Y,Y
7WST7LSDX4U4OT4HCGXUU2HF,Fords Gin 750 ml,Regular,081128005207,,Gin,22.99,,,Y,6,,Y,0,,Y,7,,,,,Y,3,,,,,Y,0,,,,,Y,Y
SZ6QDMSBMI3ITY3ZDBQLFBED,Fords Gin Officers Reserve 750ml,Regular,602573632796,,Gin,32.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y
AKOY2MLEWICZBKWAOAHUCCI4,Fords Sloe Gin 700ml,Regular,081128005221,,Gin,35.99,,,Y,5,,,,,Y,3,,,,,Y,6,,,,,Y,30,,,,,Y,N
6DNBXB5MFG54TK2CMLWX5QAW,Foris Pinot Noir 750ml,Regular,21497880050,,Red New World,19.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
ZRYMI2F67EPSAD3Q4FWD4YIG,Foro Amaro 1L,Regular,039383009577,,Amaro,26.99,,,Y,7,,,,,Y,4,,,,,Y,1,,,,,Y,15,,,,,Y,Y
XD54E4K4FJNEDW6BGCLZXFAS,Foro Vermouth di Torino 1L,Regular,039383011525,,Fortified,14.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,24,,,,,Y,Y
P7KFPICXUJUINT4423XNGMLO,Foro Vermouth di Torino 750ml,Regular,039383011563,,Fortified,11.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,12,,,,,Y,Y
WUH6LOQLVRBDXIKFPFJREPBX,Foro Vermouth Dry 1L,Regular,039383011549,,Fortified,14.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,24,,,,,Y,Y
3DSSENAQZTRVMZJJTUGOIA6Y,Foro Vermouth Dry 750ml,Regular,039383011587,,Fortified,11.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,12,,,,,Y,Y
D65UR6V7VN6HKFGBILOLCLQL,Fortaleza Anejo 750ml,Regular,7502221968105,,Tequila,99.99,,,Y,0,,Y,0,,N,,,,,,N,,,,,,N,,,,,,Y,N
HUH3ZTUF2NQPSUIYBBCB7PIY,Fortaleza Anejo 750ml,Regular,7502221968105,,Tequila,99.99,,,N,,,,,,Y,0,,Y,0,,Y,0,,,,,Y,0,,,,,Y,Y
LLMJN7DGENUNYRQTE4G6YCEC,Fortaleza Blanco 750ml,Regular,7502221966101,,Tequila,56.99,,,Y,,,,,,Y,0,,Y,0,,N,,,,,,Y,0,,,,,Y,Y
UFBLL4CI3K6VZBSYPXMKPPNC,Fortaleza Blanco 750ml,Regular,7502221966101,,Tequila,56.99,,,N,,,,,,N,,,,,,Y,0,,Y,0,,N,,,,,,Y,N
XPTCZNXCBV3KU7DHII2WT4UU,Fortaleza Blanco Lot 100 750ml,Regular,7502221969096,,Tequila,59.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
262BF4RS6I2EJQNMJ6F6NG2D,Fortaleza Blanco Lot 100 750ml,Regular,7502221969096,,Tequila,59.99,,,Y,0,,Y,0,,N,,,,,,N,,,,,,N,,,,,,Y,N
CJX6AUZCROZPEHSLGR4AVRJP,Fortaleza Blanco Still Strength 750ml,Regular,7502221969034,,Tequila,65.99,,,Y,0,,,,,Y,0,,Y,0,,N,0,,,,,Y,46,,,,,Y,Y
NA7QIWJDAWPWL3ZRMEVIKIBG,Fortaleza Blanco Still Strength 750ml,Regular,7502221969034,,Tequila,65.99,,,N,2,,,,,N,,,,,,Y,0,,Y,0,,N,,,,,,Y,N
UTN3R5YKSTPHFC7DF4ANZHOJ,Fortaleza Reposado 750ml,Regular,7502221967108,,Tequila,65.99,,,Y,0,,Y,0,,N,,,,,,N,,,,,,N,,,,,,Y,N
54H6LICTN2RLBFMRB3MF4OJH,Fortaleza Reposado 750ml,Regular,7502221967108,,Tequila,65.99,,,N,,,,,,Y,0,,Y,0,,Y,1,,,,,Y,0,,,,,Y,Y
FCMRVQQFDBCQA7ITCHVLQAUS,Fortaleza Reposado Winter Blend 750ml,Regular,7502221969935,,Tequila,135.99,,,Y,0,,,,,Y,,,,,,Y,0,,Y,0,,Y,0,,,,,Y,Y
JWWX6RBF5HXLQFG6DF7TT2CO,Fortaleza Reposado Winter Blend 750ml,Regular,7502221969805,,Tequila,99.00,,,N,,,,,,Y,0,,Y,0,,N,,,,,,N,,,,,,Y,Y
RWI7JQQ6MVSIMNIA2XMAA6T2,Fortaleza Winter Blend 750ml,Regular,7502221969461,,Tequila,99.00,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
YLLFS2TY7BBTLXBQYLFI5MSS,Fortaleza Winter Blend 750ml,Regular,7502221969461,,Tequila,99.00,,,Y,,,Y,0,,N,,,,,,N,,,,,,N,,,,,,Y,N
E3BFTGKQMKMX4GIH5GUORSMG,Forty Creek Barrel Select 1L,Regular,891156001030,,Whiskey Canadian,27.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,6,,,,,Y,Y
3IL7UXX2ERI57MD5J3XHG4SO,Founders All Day Can 19.2oz,Regular,642860130246,,Craft Beer,1.99,,,Y,34,,Y,0,,Y,22,,,,,Y,6,,,,,Y,0,,,,,Y,N
PPZ3ZFWWVGKLGAMCN3T3QWCF,Founders All Day Cans 15 Pack,Regular,642860900245,,Craft Beer,18.99,,,Y,3,,Y,0,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,Y
O5LXL5EYRMJXM64WON7JTHJD,Founders Centennial IPA 15pk 12 oz Cans,Regular,642860900054,,Craft Beer,19.99,,,Y,,,,,,Y,0,,Y,0,,Y,0,,,,,Y,0,,,,,Y,Y
5D33FT77PKXDIYVNPRY7U76W,Founders DKML Bottles 4 Pack,Regular,642860200185,,Craft Beer,16.99,,,Y,,,,,,Y,,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
R75GQFAPGAQKDWSE62ORY4G5,Four Pillars Rare Dry Gin 750ml,Regular,9349749000003,,Gin,32.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,6,,,,,Y,N
NOW5EMBJRXKG3W4VYOXNT2DO,Four Queens 101 750ml,Regular,084848244345,,Whiskey Bourbon/American,12.99,,,Y,2,,,,,Y,1,,Y,0,,Y,,,,,,Y,8,,,,,Y,Y
ZAPN5YYST3MTXCJUTU6TD2SB,Four Roses Al Young 50th 750ml,Regular,040232554322,,Whiskey Bourbon/American,169.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,N
5RVLCRDKJSGPEWX2YBWVVRR7,Four Roses Barrel Strength 750ml,Regular,040232590917,,Whiskey Bourbon/American,149.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
TBROAGNZ2HIWWO5SAWESA3WU,Four Roses Moonshine Single Barrel 334E 750ml,Regular,140063400294,,Whiskey Bourbon/American,79.99,,,Y,,,,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,Y
65JWJOV6UUKRLC32HDBPP75A,Four Roses Seven Grand Single Barrel 750ml,Regular,040063400294,,Whiskey Bourbon/American,79.99,,,Y,0,,,,,Y,,,,,,Y,,,,,,Y,,,,,,Y,N
K233I2E6ZWMLZD6OSJWVPFOS,Four Roses Shaker Single Barrel 324H 750ml,Regular,040063400294,,Whiskey Bourbon/American,79.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,5,,,,,Y,Y
ULYNCEAORZQXTCYZBTYJBWDN,Four Roses Single Barrel 254E Moonshine 750ml,Regular,254254254254,,Whiskey Bourbon/American,79.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,18,,,,,Y,Y
MKMXXNX2I2RW2RNUYOVY3XKC,Four Roses Single Barrel 750ml,Regular,040063400027,,Whiskey Bourbon/American,59.99,,,Y,5,,,,,Y,6,,,,,Y,7,,,,,Y,,,,,,Y,Y
GXPACFCOSH6Y545PUH4RSKPJ,Four Roses Small Batch 2019 LE Barrel Strength 750ml,Regular,040232377716,,Whiskey Bourbon/American,159.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y
ZFYRHGKUIRYNRP4APJZTQ52R,Four Roses Small Batch 2020 LE Barrel Strength 750ml,Regular,040232459993,,Whiskey Bourbon/American,159.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,1,,,,,Y,Y
5NVBIIJ2NCGJBNXB4CNI66DW,Four Roses Small Batch 2021 LE Barrel Strength 750ml,Regular,051497248154,,Whiskey Bourbon/American,174.99,,,Y,0,,,,,Y,0,,,,,Y,0,,,,,Y,1,,,,,Y,Y
V4I5SMTDM4TS547PM47UPNPX,Four Roses Small Batch 750ml,Regular,040063400317,,Whiskey Bourbon/American,47.99,,,Y,0,,,,,Y,1,,Y,0,,Y,7,,,,,Y,,,,,,Y,Y
JWMIBN4GUIWD2DNED56J3OFJ,Four Roses Small Batch Select 750ml,Regular,040232288333,,Whiskey Bourbon/American,62.99,,,Y,4,,,,,Y,5,,Y,0,,Y,3,,,,,Y,1,,,,,Y,Y
4FJADEZILNCLBBS3LJS4DXAS,Four Roses Yellow 1.75L,Regular,040063400430,,Whiskey Bourbon/American,39.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
3EUGA2HJ2BAPT6QDCANGPQKU,Four Roses Yellow Label 1L,Regular,793573124258,,Whiskey Bourbon/American,27.99,,,Y,13,,Y,0,,Y,7,,,,,Y,13,,,,,Y,26,,,,,Y,Y
QMFO23FGKIEIA7HXCUZBSI3M,Four Roses Yellow Label 750ml,Regular,040063400409,,Whiskey Bourbon/American,23.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
QTBLAAVGWOMQKQ7RUHBJQRI3,Foursquare 2005 Bourbon Finish 750ml,Regular,724803018139,,Rum,85.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
Z43U4N2G44N53TENEIIVXLXU,Foursquare 2007 750ml,Regular,724803018214,,Rum,89.99,,,Y,,,,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,Y
QXNSZ6VGWK5N4WON5XZKS3YI,Foursquare 2008 750ml,Regular,724803018238,,Rum,97.99,,,Y,0,,Y,0,,Y,,,,,,Y,,,,,,Y,,,,,,Y,Y
